gender,age,survey_score,days_member,days_last_visit
M,34,9,143,18
F,43,3,30,21
F,26,9,167,4
M,43,2,231,26
F,43,3,320,26
F,57,1,30,30
F,57,2,102,92
M,23,7,30,5
M,46,3,188,43
F,36,3,200,24
M,34,7,30,6
M,58,1,129,117
M,35,8,175,1
F,40,3,122,40
F,37,8,92,8
M,32,8,212,1
F,36,7,235,14
M,47,3,235,34
F,42,2,162,34
F,51,2,106,100
M,44,2,361,55
F,21,8,186,0
F,55,1,106,106
F,49,2,30,24
F,64,1,260,38
M,36,2,263,41
F,33,8,110,11
F,51,1,159,116
M,45,3,45,45
M,28,7,122,0
M,26,9,72,6
M,41,3,50,50
M,53,2,249,122
M,62,2,205,116
F,62,3,328,58
M,51,1,154,79
F,22,9,181,4
M,59,2,43,43
M,51,2,199,32
M,50,2,225,13
M,59,2,282,105
M,26,9,149,1
M,35,8,219,16
F,23,7,154,2
F,39,3,261,39
M,36,4,203,6
M,35,9,162,4
M,18,7,62,1
M,42,3,67,0
F,22,7,159,3
F,39,8,178,0
M,26,8,180,4
M,42,3,310,35
F,33,9,48,7
F,35,9,165,6
F,44,3,146,56
F,61,2,186,60
F,37,7,187,6
M,32,8,138,8
M,35,8,248,14
M,46,4,86,41
M,44,4,219,38
M,45,2,361,3
M,30,9,153,9
F,58,1,311,139
F,45,3,147,38
M,34,8,208,7
F,32,7,278,18
F,57,2,110,84
M,50,2,30,30
M,44,3,361,67
F,43,3,145,38
M,31,7,178,4
M,33,8,257,18
M,50,3,173,20
F,19,8,364,3
F,23,8,45,3
M,27,9,99,4
M,33,7,143,16
F,41,2,278,31
F,35,7,163,9
F,47,4,168,10
M,41,3,30,21
F,64,2,216,45
F,36,8,166,19
F,44,4,148,52
F,38,3,204,31
M,38,3,116,10
M,45,3,161,68
F,41,2,30,10
M,37,6,290,10
M,44,3,200,14
M,46,2,127,8
F,58,1,250,87
M,35,9,37,1
M,63,2,118,118
F,46,3,164,20
M,22,7,194,5
F,48,3,224,24
F,32,8,112,6
M,39,3,146,22
M,53,2,82,71
F,43,3,136,6
F,35,8,309,11
F,21,9,152,2
F,49,2,243,32
F,20,7,238,1
M,62,2,92,92
F,36,8,268,11
F,45,2,47,13
M,25,8,196,3
F,27,8,196,1
F,29,7,30,5
F,54,2,363,131
M,62,2,230,101
F,29,8,319,1
M,50,3,52,16
M,50,3,321,27
M,34,7,133,1
F,44,3,91,20
M,56,1,99,77
F,61,1,246,153
M,62,1,283,118
M,47,3,222,11
M,47,2,44,18
F,27,8,71,3
M,62,1,339,126
F,36,9,155,10
M,21,9,302,2
M,33,7,182,18
M,34,8,359,16
M,43,3,130,60
F,43,4,139,48
M,61,1,55,55
M,62,1,202,41
M,20,9,153,1
M,25,8,259,4
F,34,7,312,2
M,30,9,130,15
M,54,1,155,155
F,42,3,171,42
F,32,9,241,12
F,28,9,162,0
M,42,3,85,45
M,37,7,163,11
F,49,3,321,31
M,48,3,209,36
F,59,1,171,126
M,22,8,154,2
F,37,8,220,2
M,25,9,32,3
M,47,3,210,15
F,57,2,150,113
F,56,2,104,12
M,39,3,170,17
M,56,1,30,30
M,43,3,145,37
F,41,2,329,8
M,38,3,162,50
M,41,3,180,47
M,41,4,180,18
F,64,2,127,94
M,25,8,102,2
F,32,8,295,9
M,34,8,154,9
F,39,3,45,34
M,36,9,303,1
M,44,4,231,37
M,55,2,106,69
F,30,8,30,5
F,32,8,145,14
F,41,3,34,13
F,34,8,364,6
M,47,3,213,46
F,57,3,203,125
M,50,2,276,3
M,23,8,288,2
F,40,2,294,3
F,44,2,30,15
F,25,7,284,0
F,22,8,217,2
M,41,3,236,35
M,57,2,253,60
F,62,2,217,89
M,22,8,170,5
F,40,3,33,33
M,55,3,285,84
M,52,2,233,33
M,33,9,359,5
F,45,2,274,31
F,31,7,154,0
F,62,2,363,86
F,24,8,30,5
M,40,2,156,20
M,41,2,70,54
M,43,3,199,35
M,41,3,330,20
M,46,3,182,33
F,45,3,103,47
F,61,1,87,77
M,34,7,147,1
F,26,7,32,1
M,24,7,109,4
M,55,2,105,19
M,60,1,298,56
F,55,1,30,30
M,34,8,188,11
M,26,9,278,2
M,59,2,181,106
M,54,2,340,131
F,63,1,289,110
M,48,2,188,5
F,56,2,339,85
M,51,1,348,137
F,45,3,110,20
F,49,2,151,21
M,51,1,262,22
M,33,8,359,19
M,30,8,216,27
M,61,1,181,80
M,51,1,30,30
M,53,2,203,35
M,46,2,199,28
